,_latitude,_longitude,number_of_operators,number_of_available_trolleys,_title,_server_updated_at,_created_by,_updated_by,arrival_of_the_freight_vehicle,plates,company_if_visible,visit_purpose,type_of_vehicle,refrigerated_truck,type_of_cargo,departure_of_the_freight_vehicle,where_was_the_vehicle_parked,while_parked_was_the_engine_running,used_traffic_cone,vehicles_unloading_door,garage_blocking,accident,noise,traffic_congestion
0,19.0213764,-98.2603919,1,0,"78 Avenida Orión Sur
Tlaxcalancingo Puebla 72825
México",2022-11-27 22:14:32 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,15:35,21TFP4,Sin registro,Sales (usually small car or motorcycle),Motorcycle,no,"Meat (beef, poultry, pork, seafood, etc.)",16:15,Street - next to the curbside,no,no,Rear,no,no,no,no
1,19.0211113,-98.2605677,1,0,"581 Avenida Orión Sur
Tlaxcalancingo Puebla 72810
México",2022-11-27 22:14:31 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,15:12,19TES7,Sin registro,Sales (usually small car or motorcycle),Motorcycle,no,"Meat (beef, poultry, pork, seafood, etc.)",16:12,Street - next to the curbside,no,no,Rear,no,no,no,no
2,19.0352214575,-98.2670348883,2,0,"4483 Calle Camino Real a Cholula
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-27 20:12:39 UTC,María Pedraza,María Pedraza,13:50,Sm49187,Sin registro,Delivery,Light truck or Van,no,"Meat (beef, poultry, pork, seafood, etc.)",14:06,Street - next to the curbside,no,no,Rear,no,no,no,yes
3,19.0817899522,-98.2985606801,2,0,"Cholula de Rivadavia PUE 72768
MX",2022-11-27 08:18:55 UTC,Saúl Cuervo,Saúl Cuervo,16:46,TXK-799-A,Sin registro,Sales & delivery,SUV,no,Nonfood,17:02,Street - next to the curbside,no,no,Rear,no,no,no,yes
4,19.0817705579,-98.2985890313,1,0,"Cholula de Rivadavia PUE 72768
MX",2022-11-27 08:18:54 UTC,Saúl Cuervo,Saúl Cuervo,12:38,SN-67-573,Sin registro,Delivery,Light truck or Van,no,"Bakery (bread, cookies, cakes, etc.)",12:47,On top of a sidewalk,no,no,Rear,no,no,no,no
5,19.0817256044,-98.298637931,1,0,"Cholula de Rivadavia PUE 72768
MX",2022-11-27 08:18:54 UTC,Saúl Cuervo,Saúl Cuervo,19:09,GMU8N,Sin registro,Sales (usually small car or motorcycle),Motorcycle,no,Nonfood,19:28,Store's garage,no,no,Rear,no,no,no,no
6,19.0817518281,-98.2985935216,2,0,"Cholula de Rivadavia PUE 72768
MX",2022-11-27 08:18:54 UTC,Saúl Cuervo,Saúl Cuervo,17:43,YR-4835-C,Sin registro,Delivery,Light truck or Van,no,"Paper Goods (paper towels, toilet paper, etc.)",17:49,Double lane,yes,no,Rear,yes,no,yes,no
7,19.0817752594,-98.2984725221,1,0,"Cholula de Rivadavia PUE 72768
MX",2022-11-27 08:18:53 UTC,Saúl Cuervo,Saúl Cuervo,17:23,GLA20,Sin registro,Sales (usually small car or motorcycle),Motorcycle,no,Nonfood,17:27,Street - next to the curbside,no,no,Rear,no,no,no,no
8,19.0818395481,-98.2985965439,1,0,"Carretera Estatal Puebla Coronango
Cholula de Rivadavia PUE 72768
MX",2022-11-27 08:18:53 UTC,Saúl Cuervo,Saúl Cuervo,15:07,LF-66-855,Sin registro,Delivery,Light truck or Van,no,Nonfood,15:21,Double lane,yes,no,Rear,no,no,no,no
9,19.0817899522,-98.2985606801,1,0,"Cholula de Rivadavia PUE 72768
MX",2022-11-27 08:18:52 UTC,Saúl Cuervo,Saúl Cuervo,13:20,SK-17-220,Sin registro,Delivery,Light truck or Van,no,Nonfood,13:30,Street - next to the curbside,no,no,Rear,no,no,no,no
10,19.0126948166,-98.2173483074,2,2,"6105 Calle Orquídeas
Heroica Puebla de Zaragoza Puebla 72580
México",2022-11-27 06:17:09 UTC,Juan Lara,Juan Lara,14:15,278FC8,Coca cola,Delivery,Heavy duty truck,yes,"Non-alcoholic beverages (water, soda, etc.)",14:21,Street - next to the curbside,yes,no,Rear,no,no,no,no
11,19.0138632214,-98.2191775739,2,2,"319 Avenida las Margaritas
Heroica Puebla de Zaragoza Puebla 72450
México",2022-11-27 06:17:09 UTC,Juan Lara,Juan Lara,13:15,278FC8,Coca Cola,Delivery,Heavy duty truck,yes,"Non-alcoholic beverages (water, soda, etc.)",13:20,Street - next to the curbside,yes,no,Rear,no,no,no,no
12,19.0111425308,-98.2191078365,2,2,"6143 Tulipanes
Heroica Puebla de Zaragoza Puebla 72580
México",2022-11-27 06:17:09 UTC,Juan Lara,Juan Lara,12:32,302FC8,Coca cola,Delivery,Heavy duty truck,yes,"Non-alcoholic beverages (water, soda, etc.)",00:40,Street - next to the curbside,yes,no,Rear,no,no,no,no
13,19.012508112,-98.2183615118,2,2,"6116 Tulipanes
Heroica Puebla de Zaragoza Puebla 72580
México",2022-11-27 06:17:08 UTC,Juan Lara,Juan Lara,00:45,278FC8,Coca-Cola,Delivery,Heavy duty truck,yes,"Non-alcoholic beverages (water, soda, etc.)",12:54,Street - next to the curbside,yes,yes,Rear,no,no,no,no
14,19.0129208272,-98.2180674747,2,1,"6106 Tulipanes
Heroica Puebla de Zaragoza Puebla 72580
México",2022-11-27 06:17:08 UTC,Juan Lara,Juan Lara,11:00,LA81107,Pepsi o,Delivery,Heavy duty truck,yes,"Non-alcoholic beverages (water, soda, etc.)",11:10,Street - next to the curbside,yes,no,Rear,no,no,no,no
15,19.0253918244,-98.2491616532,3,7,"1626 Avenida Venustiano Carranza
San Bernardino Tlaxcalancingo PUE 72836
MX",2022-11-27 03:47:57 UTC,René Emiliano Torres Ávila Y Torres,René Emiliano Torres Ávila Y Torres,09:51,Sm79777,Bimbo,Delivery,Light truck or Van,no,"Bakery (bread, cookies, cakes, etc.)",10:20,Street - next to the curbside,no,no,Rear,no,no,no,no
16,19.0128892,-98.2165692,1,1,"Heroica Puebla de Zaragoza Puebla 72580
México",2022-11-26 23:18:34 UTC,Miguel López,Miguel López,17:10,UTQ49623,Sin registro,Delivery,Heavy duty truck,no,"Meat (beef, poultry, pork, seafood, etc.)",17:17,Street - next to the curbside,no,no,Rear,no,no,no,no
17,19.0146469,-98.2208008,1,1,"506 Avenida las Margaritas
Heroica Puebla de Zaragoza Puebla 72450
México",2022-11-26 23:18:34 UTC,Miguel López,Miguel López,17:02,UR39473,Bonafont ,Delivery,Heavy duty truck,no,"Non-alcoholic beverages (water, soda, etc.)",17:17,Street - next to the curbside,no,no,Side,no,no,no,no
18,19.0156234,-98.2208476,1,1,"5954 Calle 5 B Sur
Heroica Puebla de Zaragoza Puebla 72450
México",2022-11-26 23:18:33 UTC,Miguel López,Miguel López,16:45,LE49846,Bonafont ,Delivery,Heavy duty truck,yes,"Non-alcoholic beverages (water, soda, etc.)",17:09,One corner apart,no,no,Side,no,no,no,no
19,19.0160351,-98.2206938,2,1,"5945 Calle 5 B Sur
Heroica Puebla de Zaragoza Puebla
México",2022-11-26 23:18:33 UTC,Miguel López,Miguel López,16:40,WY2297B,Coca cola,Sales & delivery,Heavy duty truck,yes,"Non-alcoholic beverages (water, soda, etc.)",17:10,Street - next to the curbside,no,no,Side,no,no,no,no
20,19.0159007,-98.220915,1,0,"no. 5939 Calle 5 B Sur
Heroica Puebla de Zaragoza Puebla 72440
México",2022-11-26 23:18:32 UTC,Miguel López,Miguel López,16:20,UWT481,Sin registro,Sales (usually small car or motorcycle),Motorcycle,no,Tortillas ,16:35,Street - next to the curbside,no,no,Rear,no,no,no,no
21,19.0159239,-98.220821,2,1,"5947 Calle 5 B Sur
Heroica Puebla de Zaragoza Puebla
México",2022-11-26 23:18:32 UTC,Miguel López,Miguel López,16:20,SK82590,Michelot Ultra ,Delivery,Heavy duty truck,yes,"Alcoholic beverages (beer, liquor, etc.)",16:55,Street - next to the curbside,no,no,Side,no,no,no,no
22,19.0159116,-98.2208086,1,1,"5947 Calle 5 B Sur
Heroica Puebla de Zaragoza Puebla
México",2022-11-26 23:18:30 UTC,Miguel López,Miguel López,16:00,SJ76085,Sabritas ,Delivery,Heavy duty truck,no,Papas,16:40,Street - next to the curbside,no,no,Rear,no,no,no,no
23,19.0167658,-98.2203102,1,0,"509 Calle 59-A Poniente
Heroica Puebla de Zaragoza Puebla 72440
México",2022-11-26 22:08:42 UTC,Miguel López,Miguel López,10:20,URN8F,Sin registro,Sales (usually small car or motorcycle),Motorcycle,no,Tortillas,22:55,Street - next to the curbside,no,no,Rear,no,no,no,no
24,19.0170596,-98.220136,2,1,"592 Calle 5 B Sur
Heroica Puebla de Zaragoza Puebla
México",2022-11-26 22:07:26 UTC,Miguel López,Miguel López,15:20,SK41733,Sin registro,Delivery,Pick-up,no,Produce (fruits & vegetables),16:30,Street - next to the curbside,no,no,Rear,no,no,no,no
25,19.0182381,-98.2193493,2,1,"5749 Calle 5 B Sur
Heroica Puebla de Zaragoza Puebla
México",2022-11-26 22:07:25 UTC,Miguel López,Miguel López,15:50,SN42726,Sin registro,Delivery,Heavy duty truck,no,"Meat (beef, poultry, pork, seafood, etc.)",16:10,Store's garage,no,no,Rear,no,no,no,no
26,19.0191525,-98.218854,1,1,"57 Privada 57 A Poniente
Heroica Puebla de Zaragoza Puebla 72440
México",2022-11-26 22:07:25 UTC,Miguel López,Miguel López,15:38,432TZW,Sin registro,Delivery,Light truck or Van,no,"Paper Goods (paper towels, toilet paper, etc.)",15:50,Street - next to the curbside,no,no,Rear,no,no,no,no
27,19.0345948607,-98.2646732032,1,1,"57 Privada 57 A Poniente
Heroica Puebla de Zaragoza Puebla 72440
México",2022-11-26 20:48:46 UTC,María Pedraza,María Pedraza,14:28,SN01698,Sin registro,Delivery,Light truck or Van,yes,"Bakery (bread, cookies, cakes, etc.)",14:46,Store's garage,no,no,Rear,no,no,no,no
28,19.0346376481,-98.2645528391,1,0,"57 Privada 57 A Poniente
Heroica Puebla de Zaragoza Puebla 72440
México",2022-11-26 20:48:45 UTC,María Pedraza,María Pedraza,14:38,Yd2587a,Sin registro,Delivery,Light truck or Van,no,"Meat (beef, poultry, pork, seafood, etc.)",14:45,Public parking lot,no,no,Side,no,no,no,no
29,19.0350138599,-98.2660515234,2,0,"4406 Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-25 23:49:09 UTC,María Pedraza,María Pedraza,13:40,Sp01608,Epura,Delivery,Heavy duty truck,no,"Non-alcoholic beverages (water, soda, etc.)",13:45,Street - next to the curbside,yes,yes,Side,no,no,no,no
30,19.0135554303,-98.2286454365,2,0,"745 Gpe. Victoria
Heroica Puebla de Zaragoza Puebla 72450
México",2022-11-25 18:02:59 UTC,Diego Arrieta,Diego Arrieta,12:01,SK-58-663,Sin registro,Delivery,SUV,no,Nonfood,12:38,On top of a sidewalk,no,no,Rear,no,no,no,no
31,19.0122120468,-98.2293974608,1,0,"6194 Avenida Nacional
Heroica Puebla de Zaragoza Puebla 72450
México",2022-11-25 17:54:08 UTC,Diego Arrieta,Diego Arrieta,11:46,F82JS,Sin registro,Delivery,Motorcycle,no,Nonfood,11:55,Street - next to the curbside,no,no,Rear,no,no,no,no
32,19.0121042713,-98.2295010611,1,0,"6199B Avenida Nacional
Heroica Puebla de Zaragoza Puebla 72450
México",2022-11-25 17:54:08 UTC,Diego Arrieta,Diego Arrieta,11:43,TYJ-78-73,Sin registro,Delivery,Automobile,no,"Bakery (bread, cookies, cakes, etc.)",11:55,Street - next to the curbside,no,no,Rear,no,no,no,no
33,19.0109025703,-98.2300888002,3,0,"6321 Avenida Nacional
Heroica Puebla de Zaragoza Puebla 72450
México",2022-11-25 17:54:07 UTC,Diego Arrieta,Diego Arrieta,11:47,HD-0589-C,Sin registro,Delivery,Light truck or Van,no,"Alcoholic beverages (beer, liquor, etc.),Non-alcoholic beverages (water, soda, etc.)",11:50,Street - next to the curbside,no,no,Rear,no,no,no,no
34,19.0097430204,-98.2306614518,1,0,"6345_1 Avenida Nacional
Heroica Puebla de Zaragoza Puebla 72450
México",2022-11-25 17:54:07 UTC,Diego Arrieta,Diego Arrieta,11:39,NRD-78-01,Sin registro,Delivery,Pick-up,no,"Non-alcoholic beverages (water, soda, etc.)",11:47,Street - next to the curbside,no,no,Rear,no,no,no,no
35,19.0101180206,-98.2305008546,5,1,"6343_1 Avenida Nacional
Heroica Puebla de Zaragoza Puebla 72450
México",2022-11-25 17:54:07 UTC,Diego Arrieta,Diego Arrieta,11:27,SK-43-730,Sin registro,Delivery,Heavy duty truck,no,"Alcoholic beverages (beer, liquor, etc.),Dairy (milk, cheese, etc.),Non-alcoholic beverages (water, soda, etc.)",11:58,Street - next to the curbside,no,no,Rear,no,no,no,no
36,19.010103439,-98.2304180413,3,0,"7508 Avenida Nacional
Heroica Puebla de Zaragoza Puebla 72470
México",2022-11-25 17:54:06 UTC,Diego Arrieta,Diego Arrieta,11:35,HB-1390-B,Sin registro,Delivery,Pick-up,no,Equipment,11:44,Street - next to the curbside,no,no,Rear,no,no,no,no
37,19.0101628,-98.2304726,1,0,"6339 Avenida Nacional
Heroica Puebla de Zaragoza Puebla 72470
México",2022-11-25 17:54:06 UTC,Diego Arrieta,Diego Arrieta,11:33,GZ-4351-B,Sin registro,Delivery,Pick-up,no,"Alcoholic beverages (beer, liquor, etc.)",11:35,Street - next to the curbside,no,no,Rear,no,no,no,no
38,19.0103310381,-98.2303171232,1,0,"6338 Avenida Nacional
Heroica Puebla de Zaragoza Puebla 72450
México",2022-11-25 17:31:22 UTC,Diego Arrieta,Diego Arrieta,11:28,PXS-374-C,Totalplay,Sales & delivery,Automobile,no,Nonfood,11:52,Street - next to the curbside,no,no,Rear,no,no,no,no
39,19.0097040304,-98.2306021079,3,1,"6350(58 Avenida Nacional
Heroica Puebla de Zaragoza Puebla 72470
México",2022-11-25 17:31:22 UTC,Diego Arrieta,Diego Arrieta,11:27,LD-14-820,Sin registro,Delivery,Heavy duty truck,no,Nonfood,11:40,Street - next to the curbside,no,no,Rear,no,no,no,no
40,19.0120664,-98.2295882,1,0,"6301 Avenida Nacional
Heroica Puebla de Zaragoza Puebla 72450
México",2022-11-25 17:31:21 UTC,Diego Arrieta,Diego Arrieta,11:21,F78SK,Sin registro,Delivery,Motorcycle,no,"Bakery (bread, cookies, cakes, etc.)",11:26,On top of a sidewalk,no,no,Rear,no,no,no,no
41,19.013542434,-98.2288533077,2,0,"6171A Avenida Nacional
Heroica Puebla de Zaragoza Puebla 72450
México",2022-11-25 17:18:24 UTC,Diego Arrieta,Diego Arrieta,11:15,LF-72-444,Gas Exprés ,Sales & delivery,Heavy duty truck,no,gas,11:30,Street - next to the curbside,no,no,Rear,no,no,no,no
42,19.018115,-98.238885,3,0,"Paseo del Río Atoyac
Heroica Puebla de Zaragoza Puebla 72459
México",2022-11-25 17:18:24 UTC,Diego Arrieta,Diego Arrieta,10:52,Sp-22922,Crinamex,Delivery,Pick-up,no,Nonfood,11:10,Street - next to the curbside,no,no,Rear,no,no,no,no
43,19.017197,-98.217464,1,0,"5911A Calle 3 A Sur
Heroica Puebla de Zaragoza Puebla 72440
México",2022-11-25 00:14:39 UTC,José Zapata,José Zapata,14:46,SM16182,Coca Cola,Sales (usually small car or motorcycle),Automobile,no,"Non-alcoholic beverages (water, soda, etc.)",14:57,Street - next to the curbside,no,no,Rear,no,no,no,no
44,19.0118701,-98.2296253,1,0,"6513 Avenida Nacional
Heroica Puebla de Zaragoza Puebla 72450
México",2022-11-25 00:08:37 UTC,Diego Arrieta,Diego Arrieta,14:40,XVP-214-A,Sin registro,Delivery,Automobile,no,Produce (fruits & vegetables),15:08,Street - next to the curbside,no,no,Side,no,no,no,no
45,19.0107653,-98.2300307,2,2,"6320 Avenida Nacional
Heroica Puebla de Zaragoza Puebla 72470
México",2022-11-25 00:08:36 UTC,Diego Arrieta,Diego Arrieta,14:13,"LC-07-792

",Gas Exprés ,Delivery,Heavy duty truck,no,Nonfood,14:15,Street - next to the curbside,yes,no,Rear,no,no,yes,no
46,19.0116565,-98.2282817,1,0,"6197 Calle Matamoros
Heroica Puebla de Zaragoza Puebla 72450
México",2022-11-25 00:08:36 UTC,Diego Arrieta,Diego Arrieta,14:02,SP-14-555,Sin registro,Delivery,Pick-up,no,Produce (fruits & vegetables),15:03,Street - next to the curbside,no,no,Rear,no,no,no,no
47,19.021797,-98.2407889,2,3,"Heroica Puebla de Zaragoza Puebla
México",2022-11-25 00:08:36 UTC,Diego Arrieta,Diego Arrieta,13:54,SP-29-587,Pan Real,Delivery,Light truck or Van,no,"Bakery (bread, cookies, cakes, etc.)",14:10,Public parking lot,no,no,Rear,yes,no,no,no
48,19.0204591979,-98.2155985013,2,2,"5721 Calle 3 A Sur
Heroica Puebla de Zaragoza Puebla 72440
México",2022-11-25 00:01:04 UTC,José Zapata,José Zapata,14:23,NX4334B,Lala,Delivery,Light truck or Van,yes,"Dairy (milk, cheese, etc.)",14:37,Street - next to the curbside,no,no,Rear,no,no,no,no
49,19.0347095943,-98.2630829886,1,0,"51 Calle Revolución
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-24 21:41:58 UTC,María Pedraza,María Pedraza,15:35,Sm77009,Appagua,Delivery,Light truck or Van,no,"Non-alcoholic beverages (water, soda, etc.)",15:41,Public parking lot,no,no,Rear,no,no,no,no
50,19.0344747389,-98.2637874037,1,0,"40 Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-24 19:15:57 UTC,María Pedraza,María Pedraza,12:58,Sp07888,Sin registro,Sales & delivery,Light truck or Van,no,"Meat (beef, poultry, pork, seafood, etc.)",13:14,Store's garage,no,no,Rear,no,no,no,no
51,19.0347847099,-98.2657675445,2,0,"4406 Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-24 19:15:56 UTC,María Pedraza,María Pedraza,12:54,Sp37771,Maderería Los Ángeles ,Delivery,Pick-up,no,Wood,13:25,Store's garage,no,no,Side,no,no,no,no
52,19.0351780363,-98.2668649033,1,0,"Camino Real a San Andrés
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-24 19:15:56 UTC,María Pedraza,María Pedraza,12:10,2pwm4,Sin registro,Sales (usually small car or motorcycle),Motorcycle,no,Nonfood,12:27,Public parking lot,no,no,Rear,no,no,no,no
53,19.0351564842,-98.2668179646,1,0,"4483 Calle Camino Real a Cholula
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-24 19:15:56 UTC,María Pedraza,María Pedraza,12:07,Sn81686,Dryclean ,Delivery,Light truck or Van,no,"Paper Goods (paper towels, toilet paper, etc.)",13:08,Public parking lot,no,no,Rear,no,no,no,no
54,19.0351669433,-98.2669436932,2,0,"4483 Calle Camino Real a Cholula
San Bernardino Tlaxcalancingo PUE 72824
MX",2022-11-24 19:15:54 UTC,María Pedraza,María Pedraza,10:30,Sp01608,Epura ,Sales & delivery,Light truck or Van,no,"Non-alcoholic beverages (water, soda, etc.)",10:40,Street - next to the curbside,no,no,Side,no,no,no,no
55,19.0122691044,-98.2294755802,3,0,"6195a Avenida Nacional
Heroica Puebla de Zaragoza Puebla 72450
México",2022-11-24 01:18:52 UTC,Julio Vázquez,Julio Vázquez,11:47,LE-72-991,Sin registro,Sales & delivery,Pick-up,no,Pinturas y material de construcción ,00:15,On top of a sidewalk,no,no,Rear,no,no,no,no
56,19.0112842246,-98.2277395204,2,0,"736 Calle Jose Ma.Morelos y Pavon
Heroica Puebla de Zaragoza Puebla 72450
México",2022-11-24 01:18:52 UTC,Julio Vázquez,Julio Vázquez,11:22,LF-57-041,Bimbo,Sales & delivery,Light truck or Van,no,"Bakery (bread, cookies, cakes, etc.)",11:29,Street - next to the curbside,no,no,Rear,no,no,no,no
57,19.0112246,-98.2283525,1,0,"746 M Matamoros
Heroica Puebla de Zaragoza Puebla 72450
México",2022-11-24 01:18:51 UTC,Julio Vázquez,Julio Vázquez,11:04,NGB-53-40,Sin registro,Sales & delivery,Light truck or Van,no,maruchan,11:18,Street - next to the curbside,no,no,Rear,no,no,no,no
58,19.0143691262,-98.2266750187,2,0,"6157 M Matamoros
Heroica Puebla de Zaragoza Puebla 72450
México",2022-11-24 01:18:51 UTC,Julio Vázquez,Julio Vázquez,10:53,NX-4334-B,Lala,Sales & delivery,Light truck or Van,no,"Dairy (milk, cheese, etc.)",10:56,Street - next to the curbside,no,no,Rear,no,no,no,no
59,19.0133709455,-98.2273951918,2,0,"746 Libertad
Heroica Puebla de Zaragoza Puebla 72450
México",2022-11-24 01:18:50 UTC,Julio Vázquez,Julio Vázquez,10:40,NX-4334-B,Lala,Sales & delivery,Light truck or Van,yes,"Dairy (milk, cheese, etc.)",10:50,Street - next to the curbside,no,no,Rear,no,no,no,no
60,19.0143802205,-98.2266652957,3,1,"6144 M Matamoros
Heroica Puebla de Zaragoza Puebla 72450
México",2022-11-24 01:18:50 UTC,Julio Vázquez,Julio Vázquez,10:36,GY-1254-D,Pepsi,Sales & delivery,Heavy duty truck,no,"Non-alcoholic beverages (water, soda, etc.)",10:48,Street - next to the curbside,no,no,Side,no,no,no,no
61,19.0133059637,-98.2272865623,3,1,"6163 Calle Matamoros
Heroica Puebla de Zaragoza Puebla 72450
México",2022-11-24 01:18:50 UTC,Julio Vázquez,Julio Vázquez,10:21,GY-1254-D,Pepsi,Sales & delivery,Heavy duty truck,no,"Non-alcoholic beverages (water, soda, etc.)",10:33,Street - next to the curbside,no,no,Side,yes,no,no,no
62,19.0113431844,-98.2295728102,1,0,"769 Calle Jose Ma.Morelos y Pavon
Heroica Puebla de Zaragoza Puebla 72450
México",2022-11-24 01:18:49 UTC,Julio Vázquez,Julio Vázquez,09:45,TYP-62-86,Sin registro,Sales & delivery,Automobile,no,"Non-alcoholic beverages (water, soda, etc.)",10:20,Street - next to the curbside,no,no,Side,no,no,no,no
63,19.0138540289,-98.2272020727,1,1,"747 Priv.Xochimilco
Heroica Puebla de Zaragoza Puebla 72450
México",2022-11-24 01:18:49 UTC,Julio Vázquez,Julio Vázquez,09:30,SP-34-336,Lupita,Delivery,Light truck or Van,no,"Paper Goods (paper towels, toilet paper, etc.)",09:34,Street - next to the curbside,no,no,Rear,no,no,no,no
64,19.0134723805,-98.2272312418,4,0,"6161 Calle Matamoros
Heroica Puebla de Zaragoza Puebla 72450
México",2022-11-24 01:18:48 UTC,Julio Vázquez,Julio Vázquez,09:13,HB-9145-C,Sin registro,Sales & delivery,Light truck or Van,no,Produce (fruits & vegetables),09:21,Street - next to the curbside,no,no,Rear,no,no,no,no
65,19.0109862554,-98.229951337,1,0,"6316 Avenida Nacional
Heroica Puebla de Zaragoza Puebla 72470
México",2022-11-24 01:18:48 UTC,Julio Vázquez,Julio Vázquez,08:52,SN-59364,Agua viva,Sales & delivery,Light truck or Van,no,"Non-alcoholic beverages (water, soda, etc.)",08:55,Street - next to the curbside,yes,no,Side,no,no,no,no
66,19.0120662329,-98.2295962796,1,0,"6301 Avenida Nacional
Heroica Puebla de Zaragoza Puebla 72450
México",2022-11-24 01:18:48 UTC,Julio Vázquez,Julio Vázquez,16:28,XVP-214-A,Sin registro,Delivery,Automobile,no,"Bakery (bread, cookies, cakes, etc.),Non-alcoholic beverages (water, soda, etc.)",16:47,Street - next to the curbside,no,no,Side,no,no,no,no
67,19.0114997765,-98.2281636447,2,0,"6198 Calle Matamoros
Heroica Puebla de Zaragoza Puebla 72450
México",2022-11-24 01:18:47 UTC,Julio Vázquez,Julio Vázquez,16:18,SP-13-555,Sin registro,Sales & delivery,Light truck or Van,no,Produce (fruits & vegetables),17:08,Street - next to the curbside,no,no,Rear,no,no,no,no
68,19.0105491271,-98.2302772254,2,0,"6329 Avenida Nacional
Heroica Puebla de Zaragoza Puebla 72450
México",2022-11-24 01:18:47 UTC,Julio Vázquez,Julio Vázquez,15:52,XWC-80-23,Sin registro,Sales (usually small car or motorcycle),Automobile,no,Flores,16:54,Street - next to the curbside,no,no,Rear,no,no,no,no
69,19.0099902733,-98.2304793969,4,0,"7514 Avenida Nacional
Heroica Puebla de Zaragoza Puebla 72450
México",2022-11-24 01:18:46 UTC,Julio Vázquez,Julio Vázquez,15:35,SK-43-730,Refrescos,Sales & delivery,Heavy duty truck,no,"Alcoholic beverages (beer, liquor, etc.),Non-alcoholic beverages (water, soda, etc.)",16:30,Street - next to the curbside,no,no,Rear,no,no,no,no
70,19.0041219076,-98.2662428447,1,0,"47 Calle Rincón de Londrés
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-23 16:51:57 UTC,Mariana Sáenz Gómez Ortigoza,Mariana Sáenz Gómez Ortigoza,10:46,PBL-38-20,Sin registro,Delivery,Pick-up,no,Food,11:09,Public parking lot,no,no,Rear,no,no,no,no
71,19.0033314286,-98.267331566,2,1,"5501 Avenida del Castillo
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-23 16:43:27 UTC,Mariana Sáenz Gómez Ortigoza,Mariana Sáenz Gómez Ortigoza,10:49,SK-07-191,Acqua ,Delivery,Light truck or Van,no,"Non-alcoholic beverages (water, soda, etc.)",11:18,Street - next to the curbside,yes,no,Rear,yes,no,no,no
72,18.9993711135,-98.2740535711,2,0,"102 Boulevard Interamericano
San Bernardino Tlaxcalancingo PUE 72070
MX",2022-11-23 16:35:39 UTC,Mariana Sáenz Gómez Ortigoza,Mariana Sáenz Gómez Ortigoza,09:48,SN-53-781,Eventos elite ,Delivery,Pick-up,no,Decorations,10:26,Street - next to the curbside,no,no,Rear,no,no,no,no
73,18.9996500002,-98.2749880729,1,0,"Boulevard Interamericano
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-23 16:21:08 UTC,Mariana Sáenz Gómez Ortigoza,Mariana Sáenz Gómez Ortigoza,10:15,SP-36-355,Max ,Delivery,SUV,no,Laundry,11:28,Public parking lot,no,no,Rear,no,no,no,no
74,19.0021041472,-98.2712957656,2,0,"Boulevard Interamericano
San Bernardino Tlaxcalancingo PUE 72830
MX",2022-11-23 16:12:39 UTC,Mariana Sáenz Gómez Ortigoza,Mariana Sáenz Gómez Ortigoza,10:00,SN-78-272,Sin registro,Sales & delivery,Pick-up,no,Furniture ,10:30,On top of a sidewalk,no,no,Rear,yes,no,no,no
75,19.0220254,-98.2606989,1,1,"3 Uc II
Tlaxcalancingo Puebla 72810
México",2022-11-20 16:34:28 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,06:44,SN16473,Sin registro,Delivery,Light truck or Van,no,"Bakery (bread, cookies, cakes, etc.)",10:25,Street - next to the curbside,no,no,Rear,no,no,no,no
76,19.0192244,-98.262566,2,1,"503 Avenida Orion Norte
Tlaxcalancingo Puebla 72810
México",2022-11-20 16:32:56 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,09:19,UED524A,Sin registro,Delivery,SUV,no,"Bakery (bread, cookies, cakes, etc.),Meat (beef, poultry, pork, seafood, etc.),Produce (fruits & vegetables)",16:21,Street - next to the curbside,no,no,Rear,no,no,no,no
77,19.0191569,-98.2625238,3,1,"81 Marte
Tlaxcalancingo Puebla 72810
México",2022-11-20 16:32:55 UTC,Adriel Antonio Huerta Vidal,Adriel Antonio Huerta Vidal,09:18,SP29935,Sin registro,Delivery,Pick-up,no,"Meat (beef, poultry, pork, seafood, etc.),Produce (fruits & vegetables)",16:55,Street - next to the curbside,no,no,Rear,no,no,no,no
